iter	Logloss
160	0.5768118097
161	0.5765696957
162	0.5764519576
163	0.5762432109
164	0.5759925984
165	0.5758567315
166	0.5756897801
167	0.5755349019
168	0.5751688278
169	0.5750052401
170	0.5748560851
171	0.5746433417
172	0.5744645859
173	0.5743321337
174	0.5741630977
175	0.5739002395
176	0.5737188939
177	0.5734538359
178	0.5732396218
179	0.5730803505
180	0.5728583668
181	0.572732354
182	0.5725397602
183	0.5724052553
184	0.5722783152
185	0.5721123231
186	0.5719411449
187	0.571831771
188	0.5716580861
189	0.5714837362
190	0.5712903366
191	0.5711248241
192	0.5709652458
193	0.5708351788
194	0.5706268733
195	0.5705320663
196	0.5703726799
197	0.5701664718
198	0.5698651243
199	0.5696422774
200	0.5694586169
201	0.5692997229
202	0.5691664201
203	0.5689649825
204	0.5688231046
205	0.5686510887
206	0.5685385302
207	0.5682748216
208	0.5682054461
209	0.5680820934
210	0.5679644128
211	0.5678593297
212	0.5676967267
213	0.5675939904
214	0.5674300893
215	0.5673113152
216	0.5671804169
217	0.5670070837
218	0.5668112158
219	0.5666903123
220	0.5665047398
221	0.5662756901
222	0.5661180366
223	0.5658775469
224	0.5657011443
225	0.565494559
226	0.5654377874
227	0.5652578805
228	0.5650638862
229	0.5649384426
230	0.5648704995
231	0.5647433548
232	0.5645945067
233	0.5644245115
234	0.5642644664
235	0.5641448547
236	0.5640313945
237	0.5639366131
238	0.5637993074
239	0.5636908159
240	0.5635940841
241	0.563457226
242	0.563348888
243	0.5631314126
244	0.562891006
245	0.5627317219
246	0.5625832638
247	0.5624395826
248	0.5623047196
249	0.5621607762
250	0.5619895725
251	0.56188408
252	0.56178958
253	0.5616892545
254	0.5615505291
255	0.5614529213
256	0.5613744526
257	0.5612323189
258	0.5610841103
259	0.5608306331
260	0.5607197947
261	0.5605825082
262	0.5604317609
263	0.5602749834
264	0.5601345315
265	0.5600074252
266	0.559851575
267	0.5596921757
268	0.5595402135
269	0.5593476068
270	0.5591949475
271	0.5590081984
272	0.558898818
273	0.558792181
274	0.5586781645
275	0.5585273021
276	0.5584146029
277	0.5583177881
278	0.5581630505
279	0.5580659415
280	0.5579497508
281	0.5578246716
282	0.5577353513
283	0.5575741935
284	0.5574277818
285	0.5573023189
286	0.5571382963
287	0.5570499032
288	0.556935049
289	0.5567863416
290	0.5566748638
291	0.5565771409
292	0.5564524645
293	0.5563438963
294	0.5562213685
295	0.5560947291
296	0.555975469
297	0.5558403246
298	0.5556930176
299	0.5556365849
300	0.5554299101
301	0.5553082648
302	0.5551217139
303	0.5550265744
304	0.554872406
305	0.5547026282
306	0.554544169
307	0.5544068057
308	0.5542792454
309	0.5541568199
310	0.5539851302
311	0.5538615601
312	0.5536838338
313	0.5535880165
314	0.5534816288
315	0.5533569397
316	0.5532251845
317	0.5531184132
318	0.5530547865
319	0.5529375919
320	0.5528231981
321	0.552741449
322	0.5526549679
323	0.5525926521
324	0.5524491691
325	0.5523498731
326	0.552132986
327	0.5519881921
328	0.5518719951
329	0.5516783205
330	0.5515211338
331	0.551377913
332	0.5512961703
333	0.5511016453
334	0.5509554062
335	0.5508710801
336	0.5507600627
337	0.5506142904
338	0.5504824009
339	0.5502569195
340	0.5501076557
341	0.5499506417
342	0.5497786066
343	0.5496009826
344	0.5494304951
345	0.5493264031
346	0.5492513108
347	0.549093587
348	0.5490308299
349	0.5489057316
350	0.548781765
351	0.5486591094
352	0.5485846246
353	0.5484764848
354	0.5483475113
355	0.5482051537
356	0.5481122779
357	0.5479952432
358	0.547832749
359	0.5477028098
360	0.5476070181
361	0.547503476
362	0.5474253335
363	0.5473085801
364	0.547224254
365	0.5471644129
366	0.5470925052
367	0.5470075651
368	0.5469147981
369	0.5467245255
370	0.5466635398
371	0.5465668592
372	0.5464292657
373	0.5463042184
374	0.5461970378
375	0.5460888341
376	0.5459562987
377	0.5458402871
378	0.5457613709
379	0.5456131558
380	0.5455383961
381	0.5454470422
382	0.5453947021
383	0.5453113671
384	0.5451684724
385	0.5449997754
386	0.5449035168
387	0.5447892254
388	0.5447095289
389	0.544597271
390	0.5444334147
391	0.5443528294
392	0.5442037959
393	0.5440866268
394	0.5439001335
395	0.5438021484
396	0.543662726
397	0.5435792887
398	0.5434976291
399	0.5434015944
400	0.5433063846
401	0.5431952201
402	0.5431133495
403	0.5429690032
404	0.542812245
405	0.5426549751
406	0.542529589
407	0.5424132321
408	0.5423170055
409	0.5422275509
410	0.5421162137
411	0.5420409744
412	0.5419067445
413	0.5417963346
414	0.5416908933
415	0.5416026153
416	0.5414739359
417	0.5413588899
418	0.5412280235
419	0.5410737336
420	0.5410268992
421	0.54090519
422	0.5407257819
423	0.5406063812
424	0.5404733982
425	0.5403677011
426	0.5402642486
427	0.5401790144
428	0.540081234
429	0.5399435765
430	0.5398343752
431	0.5397635865
432	0.5396494357
433	0.539531461
434	0.5393883425
435	0.5392819229
436	0.5392046052
437	0.5390811759
438	0.5389455135
439	0.538786191
440	0.538607627
441	0.5383663955
442	0.5383126869
443	0.5382659421
444	0.5381609613
445	0.5380816741
446	0.5379763415
447	0.5378682337
448	0.5377947976
449	0.5376611752
450	0.537526325
451	0.5374608822
452	0.5373228475
453	0.5371680396
454	0.5370335475
455	0.5369847947
456	0.5368527837
457	0.5366786832
458	0.5365932763
459	0.5364490196
460	0.5363562781
461	0.5362278033
462	0.5361405804
463	0.5360559409
464	0.5359517658
465	0.5358751005
466	0.5357492155
467	0.5355813881
468	0.5355071783
469	0.5354656707
470	0.5353976957
471	0.5352888205
472	0.5352369088
473	0.5351689017
474	0.5350204437
475	0.5348836879
476	0.5347855877
477	0.534687577
478	0.5346102274
479	0.5345049077
480	0.5343830066
481	0.5342414868
482	0.5341285126
483	0.5340703534
484	0.5339388028
485	0.5338657632
486	0.5337656423
487	0.5336269041
488	0.5335406979
489	0.5334154269
490	0.533315824
491	0.5331810952
492	0.5331077615
493	0.5330048397
494	0.5329002937
495	0.5328112611
496	0.5327421414
497	0.5326114605
498	0.5324622159
499	0.532309902
