iter	Logloss
295	0.3316525629
296	0.3310673665
297	0.3307746444
298	0.3304673113
299	0.3295930356
300	0.3290036985
301	0.3287264307
302	0.3284465926
303	0.3280990039
304	0.3276351238
305	0.3271554462
306	0.3266624253
307	0.3258171173
308	0.3251716789
309	0.3245795661
310	0.3241548347
311	0.3237781415
312	0.3230931339
313	0.3225522787
314	0.3219076924
315	0.3217101808
316	0.3211738856
317	0.320830219
318	0.3204594799
319	0.3200424568
320	0.319772272
321	0.3193016808
322	0.3189336962
323	0.3184080145
324	0.3179672571
325	0.3176104064
326	0.3172912431
327	0.3169599602
328	0.3164479039
329	0.316018237
330	0.3156793984
331	0.3154110312
332	0.3150811625
333	0.3147223671
334	0.3144112199
335	0.3139220743
336	0.3132282656
337	0.3128248337
338	0.3121425055
339	0.3114675077
340	0.3110065503
341	0.3105893501
342	0.3099864287
343	0.309673681
344	0.3092105547
345	0.3084195613
346	0.3080304468
347	0.3076723592
348	0.307337196
349	0.3068219202
350	0.3060204022
351	0.305654658
352	0.305360538
353	0.3048876982
354	0.3041782726
355	0.3038842242
356	0.3033189687
357	0.3027691977
358	0.3019459881
359	0.3017410742
360	0.3012913726
361	0.300908613
362	0.3007698653
363	0.3004572953
364	0.3001430403
365	0.2993704101
366	0.2989752197
367	0.2984779244
368	0.2980876103
369	0.2975076772
370	0.2971822645
371	0.296666728
372	0.2961331296
373	0.2955643585
374	0.295281619
375	0.2949436143
376	0.2946862842
377	0.2942867974
378	0.2939477308
379	0.2934649135
380	0.2932387347
381	0.2927114126
382	0.2921035412
383	0.291722438
384	0.2914475757
385	0.2911009962
386	0.2908345628
387	0.2903130854
388	0.2899682615
389	0.2896282315
390	0.289235256
391	0.2889724327
392	0.2885458808
393	0.2882077113
394	0.2877076862
395	0.287491331
396	0.2871183183
397	0.2868554797
398	0.2864960095
399	0.2862828972
400	0.2857534287
401	0.2854908841
402	0.2850289336
403	0.2846251754
404	0.2841702559
405	0.2837847486
406	0.2834499599
407	0.2830968055
408	0.2828666967
409	0.282319637
410	0.2820031941
411	0.2815501645
412	0.2810971693
413	0.2806416717
414	0.280438949
415	0.2801248048
416	0.2799035297
417	0.2794031837
418	0.2788023737
419	0.2784761375
420	0.2778540489
421	0.2773037741
422	0.2768349886
423	0.2764619922
424	0.2761885465
425	0.2758560573
426	0.2754162899
427	0.2750479066
428	0.2748160815
429	0.2746572972
430	0.2742779359
431	0.2736752573
432	0.2732121647
433	0.2729761476
434	0.2724092181
435	0.2718746256
436	0.2713657497
437	0.2710760229
438	0.2705729759
439	0.2700693636
440	0.2698812484
441	0.2695677426
442	0.2692470651
443	0.2687418392
444	0.268405458
445	0.2679861012
446	0.2676550978
447	0.2673109402
448	0.2670075363
449	0.266838635
450	0.2666179466
451	0.266146394
452	0.2658904111
453	0.2653413893
454	0.2650911056
455	0.2648702909
456	0.264629691
457	0.2644058558
458	0.264254011
459	0.2638315188
460	0.2635840202
461	0.2631794011
462	0.262977794
463	0.2626926037
464	0.2622523367
465	0.262043399
466	0.2618068541
467	0.2615786892
468	0.2612837221
469	0.2609432002
470	0.2606853449
471	0.2603031421
472	0.2600183246
473	0.2594880119
474	0.2592258107
475	0.258621061
476	0.2582866937
477	0.2578708373
478	0.2576607427
479	0.2573226554
480	0.257161184
481	0.2568810132
482	0.2567017308
483	0.2563843185
484	0.2561278439
485	0.2557514821
486	0.2556296819
487	0.2553343951
488	0.25492876
489	0.2546227212
490	0.2541843252
491	0.2535686177
492	0.2532565872
493	0.2531327948
494	0.2529815917
495	0.2526077656
496	0.2522243646
497	0.2515132134
498	0.2510790993
499	0.2509299457
500	0.2507258042
501	0.2502687945
502	0.2499473346
503	0.2496487741
504	0.2489392244
505	0.2486602771
506	0.2482415834
507	0.2478634065
508	0.2476232199
509	0.2471149181
510	0.2466898354
511	0.2463131859
512	0.2460325392
513	0.2457200425
514	0.2454890985
515	0.2447479313
516	0.2441545987
517	0.2437822053
518	0.243286381
519	0.2427507
520	0.2424704155
521	0.2422636844
522	0.2419087228
523	0.2416014114
524	0.2414031969
525	0.241213813
526	0.2408976374
527	0.2406251305
528	0.2402729212
529	0.2399952695
530	0.2397700043
531	0.2395141934
532	0.23926103
533	0.239047545
534	0.2385711339
535	0.2383096762
536	0.2379525904
537	0.2376318178
538	0.2373248583
539	0.2370264807
540	0.2367417908
541	0.2365357325
542	0.2362971044
543	0.2358245229
544	0.2355052978
545	0.2351415244
546	0.2348933337
547	0.2347368278
548	0.2344606014
549	0.2341831686
550	0.2338657164
551	0.2336480035
552	0.2331643905
553	0.2329249983
554	0.2325012795
555	0.2322795998
556	0.2319923778
557	0.2314718874
558	0.2311596934
559	0.2309053458
560	0.2305565471
561	0.2303733236
562	0.2299854066
563	0.2296663398
564	0.2293572295
565	0.2291834399
566	0.2289851182
567	0.2288197621
568	0.2279945588
569	0.2272019711
570	0.2267480427
571	0.2261914963
572	0.2258740658
573	0.2256110492
574	0.2253316196
575	0.2249846769
576	0.2246181531
577	0.2242071271
578	0.2239259756
579	0.223606532
580	0.2233139544
581	0.2228127834
582	0.2225523348
583	0.22221395
584	0.2220515181
585	0.2217343923
586	0.2213163989
587	0.2210335735
588	0.2208297649
589	0.2205760022
590	0.220315891
591	0.2201715743
592	0.2200089338
593	0.2198009339
594	0.2194880111
595	0.2192932528
596	0.2188662725
597	0.2186084959
598	0.2182151496
599	0.2180087773
600	0.2176897604
601	0.2175314596
602	0.2173001041
603	0.2170454558
604	0.2167383133
605	0.2164691889
606	0.2162690781
607	0.2160786585
608	0.2158418772
609	0.2156292917
610	0.2154099281
611	0.2152296445
612	0.2148951263
613	0.2145292897
614	0.2141777451
615	0.2140430468
616	0.2136270857
617	0.2134315506
618	0.2131560323
619	0.2128360478
620	0.2125687598
621	0.2123691485
622	0.2120693096
623	0.2116484406
624	0.2114333159
625	0.2111470933
626	0.2109899032
627	0.210722248
628	0.2102308303
629	0.2099273758
630	0.2095764281
631	0.2094517015
632	0.2091967911
633	0.2090311442
634	0.2088027731
635	0.2085327538
636	0.2083094031
637	0.2077713985
638	0.2074644465
639	0.2069816454
640	0.2067930993
641	0.2064579969
642	0.206163403
643	0.20582355
644	0.2054516128
645	0.2053073671
646	0.2050672161
647	0.2048599671
648	0.2047261496
649	0.2044393464
650	0.2041405181
651	0.2039208206
652	0.20372652	0.653	0.2036052107
654	0.203339837
655	0.202840655	656	0.2021876656	657	0.201944657	658	0.2017451658	659	0.2015468659	660	0.2013032660	661	0.2010523661	662	0.2008335662	663	0.2006269663	664	0.2003409664	665	0.2001933665	666	0.1999842666	667	0.1994681667	668	0.1992070668	669	0.1989223669	670	0.1986943670	671	0.1983762671	672	0.1979752672	673	0.1976830673	674	0.1974888674675	0.19723429675676	0.19711846676677	0.19688987677678	0.1963694678	679	0.1960852679	680	0.1957486680	681	0.1956132681	682	0.1952608682	683	0.1950779683	684	0.1947923684	685	0.1945957685	686	0.1944584686687	0.19417107687688	0.19357675688689	0.19318390689690	0.19291458690691	0.19272570691692	0.19252179692693	0.19199549693694	0.19175922694695	0.19142114695696	0.19114158696697	0.19104330697	0.1977996512
698	0.1975678282
699	0.197295659
700	0.1970109782
701	0.196886401
702	0.1967243652
703	0.1964494967
704	0.1962281078
705	0.195928885
706	0.1957696674
707	0.1954177207
708	0.1952721478
709	0.1950935723
710	0.1948475231
711	0.1944843993
712	0.1941899173
713	0.1939728678
714	0.1938472745
715	0.1934376563
716	0.193221897
717	0.1930668714
718	0.1927759464
719	0.1925443973
720	0.1921245612
721	0.1918586789
722	0.1915733334
723	0.1912925697
724	0.1911582976
725	0.1909529596
726	0.1907695821
727	0.1904654421
728	0.1902645124
729	0.1900205149
730	0.1899170677
731	0.1898051316
732	0.1895441454
733	0.1892910842
734	0.1890487949
735	0.188794532
736	0.1884374966
737	0.188296224
738	0.188089994
739	0.187866144
740	0.1875471434
741	0.1873661298
742	0.1871504127
743	0.1869437829
744	0.1868455319
745	0.1866683699
746	0.1865300712
747	0.1863559148
748	0.1860021499
749	0.1858138319
